Date,Production (tonnes),Electricity (kWh),Natural Gas (m³),Water (m³),CO2 Emissions (kg),NOx Emissions (kg),SOx Emissions (kg),Waste Generated (kg),Waste Recycled (kg),Employees on Site,Safety Incidents
2024-06-01,804,490440,155172,1874.8622983162006,727620,491.6021555888469,554.9595145495507,56280,36180,153,0
2024-06-02,875,743750,110250,2473.7383395992915,882000,921.012555531266,369.2776957965986,55125,48125,162,0
2024-06-03,935,621775,124355,2143.442334444508,860200,1135.2550210308675,311.11079547320907,113135,83215,162,0
2024-06-04,993,886749,130083,1830.0814639071725,866889,1368.1286650919778,353.92800835747033,94335,58587,191,0
2024-06-05,1079,677612,143507,2020.691027378219,921466,755.0893324680607,327.5592453917314,113295,96031,187,0
2024-06-06,981,713187,139302,2388.960591176139,872109,1323.4286674213267,305.49078694357894,129492,91233,171,0
2024-06-07,1107,989658,159408,3005.421718613447,966411,823.5942350680908,500.26841088123496,135054,83025,163,0
2024-06-08,805,489440,127995,1778.1347522644905,767165,980.708099235667,514.7693110352711,41055,55545,161,0
2024-06-09,1075,930950,155875,2785.4608793638,976100,1094.8327675409603,575.1032856548121,145125,47300,175,0
2024-06-10,1112,742816,182368,2339.5802932589936,1144248,1586.6459470400648,761.763717405166,146784,73392,190,0
2024-06-11,1111,757702,132209,3182.300695281685,1017676,1371.3266407798228,627.0244967977811,62216,35552,182,0
2024-06-12,1154,738560,181178,3307.9972235576315,1196698,846.8321866867011,516.7355219532487,68086,62316,191,0
2024-06-13,886,664500,145304,1363.498398324997,772592,1093.9460018263496,376.60430715021045,117838,40756,158,0
2024-06-14,922,651854,144754,2365.703019826935,839942,1074.8954053039615,683.178111235119,59008,60852,164,0
2024-06-15,1009,748678,104936,2347.0061667181435,1009000,1334.5475931354326,584.8771973731353,88792,54486,155,0
2024-06-16,901,546006,122536,2118.3947044011948,768553,798.0278628891601,563.5077608171881,127942,76585,180,0
2024-06-17,961,749580,179707,1653.970665929728,869705,491.41883848915484,764.7056392429472,123008,77841,169,0
2024-06-18,975,756600,160875,2370.0599975156574,931125,1114.2315625275114,721.8393018453784,71175,58500,171,0
2024-06-19,957,733062,104313,2599.132911940144,952215,961.4590163924364,336.76743804282324,84216,89001,177,0
2024-06-20,1190,815150,173740,2861.239908757826,1232840,1766.878995509887,685.9483921358622,174930,105910,191,0
2024-06-21,1098,680760,192150,2384.096815593572,972828,1047.7797966888256,486.6299535516626,81252,65880,153,0
2024-06-22,870,615960,147030,1876.618895921928,867390,1262.1707411479997,460.33110563325334,52200,36540,155,0
2024-06-23,1082,883994,122266,2167.1178389231086,1013834,1366.5852045258325,441.37368533552643,77904,51936,152,0
2024-06-24,953,589907,164869,1753.8551984516716,921551,927.6206454666368,432.54023119461607,58133,36214,197,0
2024-06-25,924,668976,103488,2049.569345591692,919380,1102.7995301461897,560.7258448635151,48972,59136,175,0
2024-06-26,847,647108,126203,1354.5357227648562,807191,728.814554708467,482.3045472195007,60984,36421,176,0
2024-06-27,1156,947920,143344,2672.568161137496,1149064,638.3957210388676,366.2348222797164,110976,113288,152,0
2024-06-28,1001,774774,113113,2646.4208468874685,899899,1114.949810638985,374.86721809226816,51051,53053,191,0
2024-06-29,855,524970,136800,2487.894194363562,726750,1242.7787270175897,369.36343788419407,94905,61560,200,0
2024-06-30,1088,793152,187136,2413.7345941429535,1106496,1524.1352100232798,658.177205276642,163200,46784,184,0
2024-07-01,1002,857712,157314,1939.8560601572112,873744,1116.5597487710552,752.6415665222501,141282,64128,155,0
2024-07-02,859,713829,167505,2447.451965524496,860718,1001.8808357280523,359.35464878959476,94490,62707,159,0
2024-07-03,1151,720526,126610,2800.433408821695,1207399,975.0913140185696,479.37274603518443,122006,74815,154,0
2024-07-04,1128,882096,192888,1886.6611479425474,1118976,897.6475136258957,820.9646717056326,76704,103776,165,0
2024-07-05,1069,727989,141108,2786.345350751797,1031585,1495.0325751323442,535.3771106087282,160350,106900,153,0
2024-07-06,832,527488,123136,1956.9791811918512,771264,461.7424254852638,530.4646139193202,49920,68224,192,0
2024-07-07,825,636900,122925,1590.5993106218932,850575,842.4184352532155,288.94401103329153,65175,27225,181,0
2024-07-08,954,694512,142146,2371.694532017063,953046,1145.3674410392691,677.9981931707327,82998,86814,171,0
2024-07-09,808,537320,147864,1918.8201601900694,744168,638.149643576159,317.5311602972806,44440,47672,171,0
2024-07-10,1040,879840,114400,3089.139813817436,979680,1282.9922668692088,314.0015299968883,65520,38480,156,0
2024-07-11,820,683880,84460,1468.9580252534968,819180,736.9259473328399,600.2499999897884,51660,24600,188,0
2024-07-12,916,752036,140148,2224.3508979862545,901344,917.6377421264157,565.2506764331231,87936,51296,186,0
2024-07-13,1179,972675,127332,2884.933295465576,1063458,861.4270159637019,820.3900213547307,84888,42444,179,0
2024-07-14,1102,692056,154280,2447.988407340294,1155998,1620.5062937168532,499.5343130777969,136648,36366,190,0
2024-07-15,1124,904820,194452,3326.5743476890625,1047568,1127.4319704374022,813.6304523480584,60696,57324,196,0
2024-07-16,977,768899,116263,2592.057713918069,868553,832.2366225858066,772.3778711507878,83045,86953,186,0
2024-07-17,945,841050,158760,2533.8250799084103,866565,924.1844920059277,749.3955421187125,109620,69930,192,0
2024-07-18,907,787276,166888,2383.5985738733475,776392,556.8751967157589,470.811812050574,67118,64397,159,0
2024-07-19,1076,892004,124816,2737.8505776887487,1107204,1055.5282330365587,594.4636449873393,53800,92536,154,0
2024-07-20,1152,895104,229248,3060.3705250105677,1118592,754.9103600953592,503.878650200815,87552,107136,197,0
2024-07-21,899,802807,130355,2056.512820377872,796514,1157.8430709626882,516.2727935398688,46748,60233,162,0
2024-07-22,1143,918972,221742,3242.5107137596983,1129284,1120.6169493012296,776.0010939914825,90297,67437,180,0
2024-07-23,1162,830830,167328,3105.972141298958,1052772,936.391891328828,629.3609229411967,75530,48804,169,0
2024-07-24,955,634120,106005,2169.011813935446,866185,1003.7378225838968,357.12166432053647,62075,68760,170,0
2024-07-25,888,542568,175824,1857.814620853041,831168,644.822611234185,652.557662267043,91464,85248,162,0
2024-07-26,1096,900912,209336,1791.250569431244,1063120,716.9200615393776,846.7023486857253,105216,40552,166,0
2024-07-27,1072,748256,153296,2776.4241591218065,928352,550.2453686036805,781.476117628167,98624,47168,164,0
2024-07-28,1082,900224,151480,1877.527063023196,959734,944.4110763072841,824.4105886141944,142824,60592,151,0
2024-07-29,846,553284,90522,1674.1555408303857,719100,704.6493772514123,575.5345001200732,99828,26226,161,0
2024-07-30,992,707296,171616,1633.941000219637,1020768,653.442162961094,753.8036453875843,111104,90272,188,0
2024-07-31,807,528585,99261,1475.518258094679,825561,880.2120659240165,322.4658745855855,79086,25824,191,0
2024-08-01,881,538291,97791,1752.9954057135144,891572,442.06210157696586,702.0009132422402,81933,34359,156,0
2024-08-02,1172,909472,117200,3150.4190634365023,1044252,1748.2369090197737,760.4890558518422,83212,56256,157,0
2024-08-03,957,789525,155991,2600.6742456350607,966570,920.3692790096189,414.8931195705417,111012,54549,173,0
2024-08-04,1078,933548,116424,2875.548009439901,921690,611.8202579560733,377.5154361283989,101332,74382,186,0
2024-08-05,1092,805896,149604,1642.1972099714658,1109472,1090.6263424221843,492.91717129673356,109200,82992,187,0
2024-08-06,865,566575,102935,2410.0546892158263,845970,921.3033032054075,479.1377532203284,129750,25950,188,0
2024-08-07,831,522699,85593,1782.9399356970598,711336,1134.110249832761,598.1156922231766,96396,54846,193,0
2024-08-08,1136,983776,137456,3193.590622560986,1067840,907.3842020903932,549.3932600096273,85200,42032,184,0
2024-08-09,1170,936000,218790,2556.0945128040394,1159470,1376.9610217957443,780.9776817582766,115830,117000,186,0
2024-08-10,905,633500,126700,1378.7793754481763,930340,849.9211512287906,595.3566836370212,82355,89595,154,0
2024-08-11,1039,628595,104939,2075.948027311067,897696,969.9674502587633,684.8593766073225,100783,32209,172,0
2024-08-12,1106,675766,148204,2163.8153631807536,1050700,1488.3624240614865,414.41882734106235,137144,48664,170,0
2024-08-13,1056,930336,125664,2589.9833075152374,992640,964.6618920506976,337.9159975254432,53856,77088,167,0
2024-08-14,819,554463,162981,2288.2602997908825,828009,873.8827790754154,261.4777056072182,96642,47502,174,0
2024-08-15,1066,907166,189748,1626.7056989597365,999908,1182.9009348292443,829.287891446534,72488,44772,150,0
2024-08-16,1116,849276,123876,2029.794295275036,1051272,710.0226475873535,631.0582253121964,118296,111600,162,0
2024-08-17,947,706462,160990,1941.0326676225322,900597,809.4608713847009,421.65200839225196,68184,84283,200,0
2024-08-18,846,567666,127746,2151.836249206196,802008,494.21183216134784,272.08639002551547,120132,74448,157,0
2024-08-19,838,532968,165924,1983.4242895615587,854760,1251.6607557406332,467.7026616895509,73744,77096,153,0
2024-08-20,1047,837600,186366,2500.5569055970927,1007214,533.306843777884,326.7941037591329,119358,87948,176,0
2024-08-21,990,708840,153450,1639.138178327549,1025640,1220.8335309402908,539.2939522428376,93060,77220,188,0
2024-08-22,852,766800,113316,1728.2013000128757,788952,649.1883570358735,287.3128329262709,91164,50268,178,0
2024-08-23,884,728416,169728,1926.750163758715,812396,1161.9104000963287,349.03677237149884,132600,76908,188,0
2024-08-24,817,593142,94772,1267.9366193746323,705071,979.1833384709195,357.71863678816607,51471,31863,176,0
2024-08-25,848,721648,97520,1296.4811202181936,820864,957.5705475844911,608.4924251407494,98368,75472,187,0
2024-08-26,895,776860,159310,1565.0111429575938,911110,1141.2584884473906,303.13079640389566,90395,81445,163,0
2024-08-27,845,513760,113230,2302.238281940056,780780,731.5737308845615,653.8229475013868,126750,53235,158,0
2024-08-28,1078,928158,192962,2495.3004109411972,1052128,1231.1909261597266,433.3324397723775,101332,70070,176,0
2024-08-29,1119,908628,175683,2995.434299446565,993672,1033.9205565214697,569.9439458266403,139875,39165,161,0
2024-08-30,830,586810,118690,1824.0522594786248,710480,618.7253715649028,551.8929381543326,53120,27390,166,0
2024-08-31,1147,785695,167462,2675.1375512490017,1117178,881.291711765124,446.28147939908473,107818,84878,168,0
2024-09-01,1111,679932,168872,2688.4820713004556,1088780,1131.035729106867,429.66550020526654,124432,95546,174,0
2024-09-02,1089,935451,121968,1662.8656442557776,1025838,898.2092598909469,469.09966343904415,72963,88209,195,0
2024-09-03,1006,650882,174038,2196.649436713548,966766,1309.71122971439,469.40021817579225,95570,48288,172,0
2024-09-04,1165,949475,207370,3317.7617843546454,1132380,1019.1788892310853,781.9999079893324,109510,45435,196,0
2024-09-05,1134,800604,223398,2931.485010402908,1045548,873.4664425790316,639.478628538884,163296,57834,175,0
2024-09-06,1140,779760,126540,3362.149336278246,1053360,1447.1932350613708,498.87019519878015,152760,78660,170,0
2024-09-07,1198,870946,202462,1947.5471013700521,1026686,1308.5135618850313,824.4681640956554,98236,101830,185,0
2024-09-08,861,575148,169617,1605.204753306276,830004,1195.079293071462,613.3905991696347,59409,55104,152,0
2024-09-09,1187,902120,134131,1830.7406934236708,1064739,1573.2570520407053,733.245464531777,157871,93773,192,0
2024-09-10,816,689520,144432,2071.05462782201,749904,557.3579797022414,258.86524735322496,40800,58752,188,0
2024-09-11,941,807378,177849,2135.979722559535,902419,1043.8565511983065,320.6944410480188,86572,47050,184,0
2024-09-12,1087,834816,119570,2549.336471373786,996779,1576.0145161685164,850.8433681446533,159789,93482,179,0
2024-09-13,899,595138,119567,1426.8501946636638,832474,1220.159956858975,460.3301738246412,67425,49445,154,0
2024-09-14,933,617646,122223,1840.2664204395692,858360,488.2109943855686,629.912064214303,103563,44784,181,0
2024-09-15,960,608640,169920,1718.1845701470027,928320,1097.332997299662,715.2948739622723,80640,93120,161,0
2024-09-16,826,639324,90860,1976.0989141399102,847476,544.0864489393024,294.1089017702476,85904,82600,180,0
2024-09-17,1019,686806,170173,2996.303909069203,1025114,1032.9680995016895,326.5386688096863,119223,61140,183,0
2024-09-18,922,737600,128158,2326.587068716759,937674,1018.8347109815442,428.90290307716265,55320,43334,152,0
2024-09-19,851,703777,97865,2513.186906655347,745476,988.1112920172155,649.2120409023651,110630,63825,191,0
2024-09-20,961,844719,103788,1937.4664519421053,984064,744.7635039601216,295.41558812655677,123969,57660,195,0
2024-09-21,869,590051,153813,2578.771306730866,782969,1227.606493008908,671.032901812277,107756,66913,167,0
2024-09-22,1103,877988,153317,2260.594068825741,996009,1195.4905198684846,678.4946312338102,86034,35296,161,0
2024-09-23,966,667506,182574,2464.4627647849056,896448,1273.2949180918674,734.3542401579505,82110,95634,190,0
2024-09-24,882,741762,104076,1881.728120979681,840546,483.9439974869761,351.5312311844864,123480,32634,162,0
2024-09-25,873,649512,124839,2178.1847779580285,762129,1302.585165823365,649.2900906100355,117855,45396,162,0
2024-09-26,1118,718874,163228,2491.2206898378017,974896,1470.4362319076836,534.5309400061831,152048,41366,160,0
2024-09-27,825,496650,97350,2340.4267804923556,740025,498.7155872129388,278.51936625066963,117975,70950,152,0
2024-09-28,1170,959400,134550,2882.341605380543,1033110,1444.8247091767485,758.1157355997447,122850,109980,168,0
2024-09-29,1178,878788,164920,3461.5909355785475,1043708,616.606864417188,598.6669271164244,168454,101308,158,0
2024-09-30,1179,772245,161523,2901.1855690393286,1196685,1293.2855835803573,421.3041171703865,161523,74277,184,0
2024-10-01,927,806490,149247,2689.5799841280523,857475,1359.1901363894774,538.3081739982879,66744,44496,166,0
2024-10-02,958,642818,181062,1485.2393135002833,902436,1388.4114568816492,341.5828015511355,133162,68018,175,0
2024-10-03,868,754292,109368,2235.4344638351545,863660,1053.7860603224399,670.5671971612436,68572,36456,181,0
2024-10-04,1153,893575,224835,1978.5595722174255,1125328,1438.0879581580082,790.3929343157795,118759,69180,177,0
2024-10-05,974,687644,98374,2656.070666733566,1008090,998.366777288928,575.0798034913275,85712,79868,156,0
2024-10-06,912,703152,133152,2699.736409728872,802560,661.7280415256664,368.4658874654833,106704,29184,186,0
2024-10-07,1140,989520,206340,2197.1020536684264,1024860,611.486628110663,488.60869182565597,134520,57000,193,0
2024-10-08,1185,1029765,212115,2948.5429686190037,1166040,1392.2690322449594,903.0128090744188,71100,103095,158,0
2024-10-09,1000,747000,144000,2192.3833991577517,955000,836.188529130895,722.076807226903,97000,32000,186,0
2024-10-10,870,738630,146160,1469.3225373813527,903930,1139.7462813098887,379.1340408382888,88740,44370,197,0
2024-10-11,1082,845042,137414,2417.925968158254,985702,1617.4272502322244,653.8999178267585,64920,72494,167,0
2024-10-12,873,589275,172854,2202.270253980553,821493,752.1910748730545,407.92829141504546,123966,80316,175,0
2024-10-13,870,651630,137460,2146.3041414265376,856080,953.3109012165567,472.03849568912335,119190,67860,151,0
2024-10-14,913,640926,128733,2562.83965952728,923043,1300.4466069957525,570.2273072522794,91300,63910,175,0
2024-10-15,1006,902382,197176,2592.695440368836,1014048,1235.3440987075708,578.3033233667292,123738,46276,173,0
2024-10-16,995,809930,181090,2845.036678051009,1017885,656.5942523335947,319.77500015923266,129350,60695,193,0
2024-10-17,1056,762432,145728,1658.58107275266,938784,1231.2270733259588,559.9389920816983,144672,81312,173,0
2024-10-18,971,610759,170896,2101.3294321498365,984594,1168.873238891996,506.3696166939963,97100,94187,163,0
2024-10-19,852,620256,87756,1334.8558782540329,839220,1018.1275901754801,275.5206704467637,80088,35784,159,0
2024-10-20,826,508816,155288,2210.1110666083546,794612,1211.568768558746,620.6977283521928,101598,36344,187,0
2024-10-21,1131,819975,183222,2148.2987419372184,985101,1577.2467040819547,867.2602785188576,87087,97266,196,0
2024-10-22,979,642224,183073,2016.8094239049233,844877,980.4261138004196,331.03781231410983,92026,67551,191,0
2024-10-23,879,553770,122181,2314.0954415660044,781431,811.0376733300491,485.19384412179545,55377,35160,173,0
2024-10-24,978,676776,163326,2082.2338068463478,867486,670.615789449963,326.76476592234036,143766,63570,173,0
2024-10-25,1200,1015200,162000,3356.171417137577,1074000,851.9734761264815,448.30581247583183,177600,40800,174,0
2024-10-26,888,739704,95904,2078.0535598623915,807192,565.0008383907239,673.6359019393457,75480,45288,161,0
2024-10-27,933,665229,154878,1824.833006759239,958191,1339.423571746314,424.39865797348097,66243,60645,157,0
2024-10-28,866,538652,130766,1971.7570386023244,891980,1083.0410833511019,632.477369432202,113446,32908,168,0
2024-10-29,1046,768810,127612,2774.182110644767,985332,1007.1186365371716,767.0793641621261,151670,36610,170,0
